,issn,issn_alt,context_name,journal_url,gcld3_code,language,discipline
15482,2623-1778,,Accounting Global Journal,https://jurnal.umk.ac.id/index.php/AccGlobal,id,Indonesian,"Commerce, Management, Tourism and Services"
15483,2620-9780,2621-5039,Jurnal Prakarsa Paedagogia,https://jurnal.umk.ac.id/index.php/JKP,en,English,Education
15484,2621-024X,2621-0258,Prominent,https://jurnal.umk.ac.id/index.php/Pro,en,English,"Language, Communication and Culture"
15485,2621-9174,,Jurnal Suara Keadilan,https://jurnal.umk.ac.id/index.php/SK,id,Indonesian,Economics
15486,2623-0720,2623-0755,JURNAL CRANKSHAFT,https://jurnal.umk.ac.id/index.php/cra,id,Indonesian,Engineering and Technology
15487,2746-2811,,Jurnal Dialektika Informatika (Detika),https://jurnal.umk.ac.id/index.php/detika,id,Indonesian,"Commerce, Management, Tourism and Services"
15488,2715-940X,2721-4303,"Indonesian Journal of Technology, Informatics and Science (IJTIS)",https://jurnal.umk.ac.id/index.php/ijtis,id,Indonesian,Engineering and Technology
15489,2723-4711,,Journal of Industrial Engineering and Technology,https://jurnal.umk.ac.id/index.php/jointtech,en,English,Engineering and Technology
15490,2598-3202,2599-316X,KREDO : Jurnal Ilmiah Bahasa dan Sastra,https://jurnal.umk.ac.id/index.php/kredo,id,Indonesian,"Language, Communication and Culture"
15491,2656-7342,,Muria Jurnal Layanan Masyarakat,https://jurnal.umk.ac.id/index.php/mjlm,en,English,"Commerce, Management, Tourism and Services"
15492,2580-9520,,Jurnal Psikologi Perseptual,https://jurnal.umk.ac.id/index.php/perseptual,id,Indonesian,Medical and Health Sciences
15493,2622-2973,,Jurnal SITECH : Sistem Informasi dan Teknologi,https://jurnal.umk.ac.id/index.php/sitech,id,Indonesian,Medical and Health Sciences
15494,2722-7677,,WASIS : Jurnal Ilmiah Pendidikan,https://jurnal.umk.ac.id/index.php/wasis,en,English,Education
15495,2085-966X,2657-1552,Eksponen,https://jurnal.umko.ac.id/index.php/eksponen,en,English,Education
15496,1693-9263,2621-0673,Edukasi Lingua Sastra,https://jurnal.umko.ac.id/index.php/elsa,en,English,Education
15497,2745-9861,2745-987X,Sienna,https://jurnal.umko.ac.id/index.php/sienna,en,English,Engineering and Technology
15498,2460-2086,2599-1124,utile: Jurnal Kependidikan,https://jurnal.ummi.ac.id/index.php/JUT,id,Indonesian,Education
15499,2656-6966,2685-6921,JURNAL KRIDATAMA SAINS DAN TEKNOLOGI,https://jurnal.umnu.ac.id/index.php/kst,id,Indonesian,Education
15500,2774-6607,2775-4308,Altifani Journal: International Journal of Community Engagement,https://jurnal.umpalembang.ac.id/altifani,en,English,Engineering and Technology
15501,2580-1155,2614-4034,Arsir,https://jurnal.umpalembang.ac.id/arsir,id,Indonesian,History and Archaeology
15502,2579-7387,,English Community Journal,https://jurnal.umpalembang.ac.id/englishcommunity,en,English,Education
15503,2528-7419,2654-5551,Integrasi : Jurnal Ilmiah Teknik Industri,https://jurnal.umpalembang.ac.id/integrasi,id,Indonesian,Engineering and Technology
15504,2615-871X,,JURNAL SURYA ENERGY,https://jurnal.umpalembang.ac.id/senergi,id,Indonesian,Engineering and Technology
15505,2685-9688,,suluhabdi,https://jurnal.umpalembang.ac.id/suluh_abdi,id,Indonesian,Engineering and Technology
15506,2087-233X,2580-6971,Syifa' MEDIKA: Jurnal Kedokteran dan Kesehatan,https://jurnal.umpalembang.ac.id/syifamedika,id,Indonesian,Medical and Health Sciences
15507,2686-4568,,AL-ATHFAL : Jurnal Pembelajaran dan Pendidikan Anak Usia Dini,https://jurnal.umpar.ac.id/index.php/athfal,id,Indonesian,Education
15508,2722-0087,,Jurnal Al-Ibrah,https://jurnal.umpar.ac.id/index.php/ibrah,id,Indonesian,Education
15509,2548-7906,,Istiqra` : Jurnal Pendidikan dan Pemikiran Islam,https://jurnal.umpar.ac.id/index.php/istiqra,id,Indonesian,"Language, Communication and Culture"
15510,2615-3629,2654-8267,La Parole : Journal of Language Teaching and Pedagogy,https://jurnal.umpar.ac.id/index.php/laparole,en,English,Education
15511,2614-3151,2614-5073,Jurnal Ilmiah Manusia Dan Kesehatan,https://jurnal.umpar.ac.id/index.php/makes,id,Indonesian,Medical and Health Sciences
15512,2580-6319,,Madani Legal Review,https://jurnal.umpar.ac.id/index.php/malrev,en,English,Law and Legal Studies
15513,1978-3167,2580-135X,Jurnal Ilmiah Kesehatan,https://jurnal.umpp.ac.id/index.php/jik,id,Indonesian,Medical and Health Sciences
15514,1829-8648,2745-5750,Neraca,https://jurnal.umpp.ac.id/index.php/neraca,en,English,"Commerce, Management, Tourism and Services"
15515,2477-3042,,Jurnal Surya Informatika: Membangun Informasi dan Profesionalisme,https://jurnal.umpp.ac.id/index.php/surya_informatika,id,Indonesian,Psychology and Cognitive Sciences
15516,2598-6198,,Surya Teknika: Jurnal Ilmiah Teknik Mesin,https://jurnal.umpp.ac.id/index.php/surya_teknika,id,Indonesian,Engineering and Technology
15517,1979-6307,,Inovasi Pendidikan,https://jurnal.umsb.ac.id/index.php/inovasipendidikan,id,Indonesian,Education
15518,2579-5295,,Jurnal Menara Ekonomi : Penelitian dan Kajian Ilmiah Bidang Ekonomi,https://jurnal.umsb.ac.id/index.php/menaraekonomi,id,Indonesian,"Commerce, Management, Tourism and Services"
15519,1693-2617,2528-7613,Menara Ilmu,https://jurnal.umsb.ac.id/index.php/menarailmu,en,English,"Commerce, Management, Tourism and Services"
15520,2622-657X,,Menara Medika,https://jurnal.umsb.ac.id/index.php/menaramedika,id,Indonesian,Medical and Health Sciences
15521,2580-4227,2580-698X,Pagaruyuang Law Journal,https://jurnal.umsb.ac.id/index.php/pagaruyuang,en,English,Law and Legal Studies
15522,2615-2304,,Ruhama : Islamic Education Journal,https://jurnal.umsb.ac.id/index.php/ruhama,en,English,Education
15523,2356-413X,2715-8403,Jurnal Kajian dan Pengembangan Umat,https://jurnal.umsb.ac.id/index.php/ummatanwasathan,id,Indonesian,"Commerce, Management, Tourism and Services"
15524,2541-0237,,"Acuity: Journal of English Language Pedagogy, Literature and Culture",https://jurnal.unai.edu/index.php/acuity,en,English,"Language, Communication and Culture"
15525,2476-9606,,Abstract Proceedings International Scholars Conference,https://jurnal.unai.edu/index.php/isc,en,English,Philosophy and Religious Studies
15526,1979-0856,,Jurnal Ekonomis,https://jurnal.unai.edu/index.php/jeko,en,English,"Commerce, Management, Tourism and Services"
15527,2541-2914,,Journal of International Scholars Conference - BUSINESS & GOVERNANCE,https://jurnal.unai.edu/index.php/jiscbg,en,English,Engineering and Technology
15528,2715-1069,,Jurnal Padegogik,https://jurnal.unai.edu/index.php/jpd,id,Indonesian,Education
15529,2443-1699,,Jurnal Skolastik Keperawatan,https://jurnal.unai.edu/index.php/jsk,id,Indonesian,Medical and Health Sciences
15530,2656-9450,,Jurnal Terapan Ilmu Manajemen dan Bisnis (JTIMB),https://jurnal.unai.edu/index.php/jtimb,en,English,"Commerce, Management, Tourism and Services"
15531,2086-0935,2338-5960,Jurnal Koinonia,https://jurnal.unai.edu/index.php/koinonia,en,English,Philosophy and Religious Studies
15532,2338-5979,,TeIKa,https://jurnal.unai.edu/index.php/teika,en,English,Information and Computing Sciences
15533,2503-0981,2623-2499,Jurnal Kesehatan Ilmiah Indonesia (Indonesian Health Scientific Journal),https://jurnal.unar.ac.id/index.php/health,en,English,Medical and Health Sciences
15534,2685-2772,2685-404X,Health and Medical Journal,https://jurnal.unbrah.ac.id/index.php/heme,id,Indonesian,Medical and Health Sciences
15535,2528-5211,,Jurnal Teknologi Informasi dan Komputer,https://jurnal.undhirabali.ac.id/index.php/jutik,id,Indonesian,Engineering and Technology
15536,2549-7405,,Paradharma (Jurnal Aplikasi IPTEK),https://jurnal.undhirabali.ac.id/index.php/para_dharma,id,Indonesian,Engineering and Technology
15537,2580-0094,,BIOEDUKASI: Jurnal Biologi dan Pembelajarannya,https://jurnal.unej.ac.id/index.php/BIOED,en,English,Biological Sciences
15538,2338-8331,,Berkala Ilmiah Pertanian,https://jurnal.unej.ac.id/index.php/BIP,id,Indonesian,Engineering and Technology
15539,1978-3108,2623-0879,BISMA: Jurnal Bisnis dan Manajemen,https://jurnal.unej.ac.id/index.php/BISMA,en,English,"Commerce, Management, Tourism and Services"
15540,2339-0069,,BERKALA SAINSTEK,https://jurnal.unej.ac.id/index.php/BST,id,Indonesian,Engineering and Technology
15541,2443-2318,,Jurnal Arus Elektro Indonesia,https://jurnal.unej.ac.id/index.php/E-JAEI,id,Indonesian,Engineering and Technology
15542,2774-2164,,JECER (journal Of Early Childhood Education And Research),https://jurnal.unej.ac.id/index.php/ECEJ,id,Indonesian,Education
15543,2598-9723,2614-8528,Geosfera Indonesia,https://jurnal.unej.ac.id/index.php/GEOSI,en,English,Engineering and Technology
15544,2716-4020,,International Conference on Agromedicine and Tropical Diseases,https://jurnal.unej.ac.id/index.php/ICATD,en,English,Medical and Health Sciences
15545,2722-4074,,Indonesian Journal of Law and Society,https://jurnal.unej.ac.id/index.php/IJLS,en,English,Law and Legal Studies
15546,1829-7773,2684-7035,IKESMA,https://jurnal.unej.ac.id/index.php/IKESMA,en,English,Medical and Health Sciences
15547,2503-250X,,INFORMAL: Informatics Journal,https://jurnal.unej.ac.id/index.php/INFORMAL,en,English,Engineering and Technology
15548,2722-9343,,Regional Dynamic: Journal of Policy and Business Science,https://jurnal.unej.ac.id/index.php/ISSRD,en,English,Studies in Human Society
15549,1978-1555,2502-4906,JURNAL AGROTEKNOLOGI,https://jurnal.unej.ac.id/index.php/JAGT,en,English,"Commerce, Management, Tourism and Services"
15550,2460-9048,2714-5654,Journal of Agromedicine and Medical Sciences,https://jurnal.unej.ac.id/index.php/JAMS,en,English,Medical and Health Sciences
15551,1693-2420,2460-0377,JURNAL AKUNTANSI UNIVERSITAS JEMBER,https://jurnal.unej.ac.id/index.php/JAUJ,en,English,"Commerce, Management, Tourism and Services"
15552,2459-9816,,Jurnal Ekonomi Akuntansi dan Manajemen,https://jurnal.unej.ac.id/index.php/JEAM,en,English,"Commerce, Management, Tourism and Services"
15553,2548-8945,2722-211X,Jurnal Ekuilibrium,https://jurnal.unej.ac.id/index.php/JEK,id,Indonesian,Economics
15554,2088-8260,,Jurnal ENTITAS SOSIOLOGI,https://jurnal.unej.ac.id/index.php/JES,id,Indonesian,Studies in Human Society
15555,2442-353X,,Jurnal Edukasi,https://jurnal.unej.ac.id/index.php/JEUJ,id,Indonesian,"Language, Communication and Culture"
15556,1829-975X,,Historia,https://jurnal.unej.ac.id/index.php/JH,id,Indonesian,"Language, Communication and Culture"
15557,2252-4673,,JURNAL HISTORICA,https://jurnal.unej.ac.id/index.php/JHIS,en,English,Education
15558,1411-5735,2442-5613,Jurnal ILMU DASAR,https://jurnal.unej.ac.id/index.php/JID,en,English,Engineering and Technology
15559,2723-1011,,Jurnal Ilmu Kenotariatan,https://jurnal.unej.ac.id/index.php/JIK,id,Indonesian,Law and Legal Studies
15560,2622-2353,,Learning Community : Jurnal Pendidikan Luar Sekolah,https://jurnal.unej.ac.id/index.php/JLC,id,Indonesian,Information and Computing Sciences
15561,1907-9990,2548-7175,"JURNAL PENDIDIKAN EKONOMI: Jurnal Ilmiah Ilmu Pendidikan, Ilmu Ekonomi dan Ilmu Sosial",https://jurnal.unej.ac.id/index.php/JPE,id,Indonesian,Economics
15562,2301-9794,,JURNAL PEMBELAJARAN FISIKA,https://jurnal.unej.ac.id/index.php/JPF,en,English,Education
15563,2721-7701,,Jurnal Pengendalian Hayati,https://jurnal.unej.ac.id/index.php/JPH,en,English,Engineering and Technology
15564,2355-178X,2721-3218,Pustaka Kesehatan,https://jurnal.unej.ac.id/index.php/JPK,en,English,Medical and Health Sciences
15565,2716-1234,,Jurnal Proteksi Tanaman Tropis,https://jurnal.unej.ac.id/index.php/JPTT,en,English,Engineering and Technology
15566,2548-9518,,Jurnal Rekayasa Sipil dan Lingkungan,https://jurnal.unej.ac.id/index.php/JRSL,id,Indonesian,Engineering and Technology
15567,1978-5437,2356-2382,JSEP (Journal of Social and Agricultural Economics),https://jurnal.unej.ac.id/index.php/JSEP,en,English,Engineering and Technology
15568,2722-8738,,Journal of Tropical Industrial Agriculture and Rural Development,https://jurnal.unej.ac.id/index.php/JTIARD,en,English,Engineering and Technology
15569,2745-8520,,MATRAPOLIS: Jurnal Perencanaan Wilayah dan Kota,https://jurnal.unej.ac.id/index.php/MATRAPOLIS,id,Indonesian,Studies in Human Society
15570,1411-6669,2722-9866,Majalah Ilmiah Matematika dan Statistika,https://jurnal.unej.ac.id/index.php/MIMS,en,English,Information and Computing Sciences
15571,2540-7937,2541-464X,NurseLine Journal,https://jurnal.unej.ac.id/index.php/NLJ,en,English,Medical and Health Sciences
15572,1979-018X,2460-0385,ROTOR,https://jurnal.unej.ac.id/index.php/RTR,en,English,Engineering and Technology
15573,1411-5948,2599-3429,SEMIOTIKA: Jurnal Ilmu Sastra dan Linguistik,https://jurnal.unej.ac.id/index.php/SEMIOTIKA,en,English,"Language, Communication and Culture"
15574,2502-2768,,Saintifika,https://jurnal.unej.ac.id/index.php/STF,en,English,Earth and Environmental Sciences
15575,2442-4935,,STOMATOGNATIC - Jurnal Kedokteran Gigi,https://jurnal.unej.ac.id/index.php/STOMA,en,English,Medical and Health Sciences
15576,2685-2071,,ScienceEdu: Jurnal Pendidikan IPA,https://jurnal.unej.ac.id/index.php/Scedu,en,English,Education
15577,1410-2161,2655-7509,Warta Pengabdian,https://jurnal.unej.ac.id/index.php/WRTP,id,Indonesian,Biological Sciences
15578,2685-3523,,e-Journal Ekonomi Bisnis dan Akuntansi,https://jurnal.unej.ac.id/index.php/e-JEBAUJ,en,English,"Commerce, Management, Tourism and Services"
15579,2355-4673,2621-3710,Lentera Hukum,https://jurnal.unej.ac.id/index.php/eJLH,en,English,Law and Legal Studies
15580,2527-5917,,FKIP e-PROCEEDING,https://jurnal.unej.ac.id/index.php/fkip-epro,id,Indonesian,"Language, Communication and Culture"
15581,2746-4628,2747-2264,Jurnal KIRANA,https://jurnal.unej.ac.id/index.php/jkrn,en,English,Agricultural and Veterinary Sciences
15582,2686-3243,,KadikmA,https://jurnal.unej.ac.id/index.php/kadikma,en,English,Education
15583,2716-2419,,Multidisciplinary Journal,https://jurnal.unej.ac.id/index.php/multijournal,en,English,Medical and Health Sciences
15584,2686-0783,,UNEJ e-Proceeding,https://jurnal.unej.ac.id/index.php/prosiding,en,English,Economics
15585,2549-483X,2716-5159,Journal of Tourism and Creativity,https://jurnal.unej.ac.id/index.php/tourismjournal,en,English,"Commerce, Management, Tourism and Services"
15586,2722-6069,,J-KIP (Jurnal Keguruan dan Ilmu Pendidikan),https://jurnal.unigal.ac.id/index.php/J-KIP,id,Indonesian,Studies in Human Society
15587,2656-4122,,Jurnal Keperawatan Galuh,https://jurnal.unigal.ac.id/index.php/JKG,id,Indonesian,Medical and Health Sciences
15588,2443-2075,2715-0062,Jurnal Keolahragaan,https://jurnal.unigal.ac.id/index.php/JKP,id,Indonesian,Education
15589,2716-0211,,Abdimas Galuh,https://jurnal.unigal.ac.id/index.php/abdimasgaluh,id,Indonesian,History and Archaeology
15590,2579-8359,,Jurnal Ilmiah Mahasiswa Agroinfo Galuh,https://jurnal.unigal.ac.id/index.php/agroinfogaluh,id,Indonesian,Agricultural and Veterinary Sciences
15591,2355-5726,2580-0027,Jurnal Artefak,https://jurnal.unigal.ac.id/index.php/artefak,id,Indonesian,"Language, Communication and Culture"
15592,2339-0468,2686-5424,Bioed : Jurnal Pendidikan Biologi,https://jurnal.unigal.ac.id/index.php/bioed,id,Indonesian,Education
15593,2684-8740,,Business Management and Entrepreneurship Journal,https://jurnal.unigal.ac.id/index.php/bmej,id,Indonesian,Economics
15594,2356-2269,2614-2945,Dinamika : Jurnal Ilmiah Ilmu Administrasi Negara,https://jurnal.unigal.ac.id/index.php/dinamika,id,Indonesian,Studies in Human Society
15595,2580-8818,,"Jurnal Edukasi (Ekonomi, Pendidikan dan Akuntansi)",https://jurnal.unigal.ac.id/index.php/edukasi,id,Indonesian,Medical and Health Sciences
15596,2355-0023,2598-2591,Jurnal Ilmiah Galuh Justisi,https://jurnal.unigal.ac.id/index.php/galuhjustisi,id,Indonesian,Studies in Human Society
15597,2620-9624,,Indonesian Journal of Education Management & Administration Review,https://jurnal.unigal.ac.id/index.php/ijemar,id,Indonesian,Engineering and Technology
15598,2598-8530,,JALL (Journal of Applied Linguistics and Literacy),https://jurnal.unigal.ac.id/index.php/jall,en,English,"Language, Communication and Culture"
15599,2623-2731,,Jurnal Wawasan dan Riset Akuntansi,https://jurnal.unigal.ac.id/index.php/jawara,id,Indonesian,"Commerce, Management, Tourism and Services"
15600,2460-4046,,JEEP (Journal of English Education Program),https://jurnal.unigal.ac.id/index.php/jeep,en,English,Education
15601,2355-2425,2715-6796,Jurnal Wahana Pendidikan,https://jurnal.unigal.ac.id/index.php/jwp,id,Indonesian,Education
15602,2579-3462,,Literasi : Jurnal Bahasa dan Sastra Indonesia serta Pembelajarannya,https://jurnal.unigal.ac.id/index.php/literasi,id,Indonesian,"Commerce, Management, Tourism and Services"
15603,2579-812X,,Journal of Management Review,https://jurnal.unigal.ac.id/index.php/managementreview,id,Indonesian,"Commerce, Management, Tourism and Services"
15604,2460-4321,2579-8340,Mimbar Agribisnis: Jurnal Pemikiran Masyarakat Ilmiah Berwawasan Agribisnis,https://jurnal.unigal.ac.id/index.php/mimbaragribisnis,en,English,"Commerce, Management, Tourism and Services"
15605,2685-4007,,Journal of Midwifery and Public Health,https://jurnal.unigal.ac.id/index.php/mj,en,English,"Commerce, Management, Tourism and Services"
15606,2622-691X,,Moderat: Jurnal Ilmiah Ilmu Pemerintahan,https://jurnal.unigal.ac.id/index.php/moderat,id,Indonesian,Studies in Human Society
15607,2597-7237,,Teorema: Jurnal Teori dan Riset Matematika,https://jurnal.unigal.ac.id/index.php/teorema,id,Indonesian,Chemical Sciences
15608,2303-3983,2548-3994,Delta Jurnal Ilmiah Pendidikan Matematika,https://jurnal.unikal.ac.id/index.php/Delta,id,Indonesian,Education
15609,2722-2527,,PENA ABDIMAS,https://jurnal.unikal.ac.id/index.php/abdimas,en,English,Medical and Health Sciences
15610,2301-640X,,Pena Akuatika Jurnal Ilmiah Perikanan Dan Kelautan,https://jurnal.unikal.ac.id/index.php/akuatika,id,Indonesian,Engineering and Technology
15611,2301-6442,,Biofarm Jurnal Ilmiah Pertanian,https://jurnal.unikal.ac.id/index.php/biofarm,id,Indonesian,Agricultural and Veterinary Sciences
15612,2301-6426,,Pena Justisia Jurnal Media Komunikasi Dan Kajian Hukum,https://jurnal.unikal.ac.id/index.php/hk,en,English,Law and Legal Studies
15613,2301-6469,,Jurnal Ekonomi Dan Bisnis,https://jurnal.unikal.ac.id/index.php/jebi,en,English,"Commerce, Management, Tourism and Services"
15614,2721-3390,,"JELLE : Journal Of English Literature, Linguistics, and Education",https://jurnal.unikal.ac.id/index.php/jelle,en,English,"Language, Communication and Culture"
15615,2086-843X,2301-6434,Pena Medika Jurnal Kesehatan,https://jurnal.unikal.ac.id/index.php/medika,en,English,Medical and Health Sciences
15616,2301-6450,,Pena Jurnal Ilmu Pengetahuan Dan Teknologi,https://jurnal.unikal.ac.id/index.php/pena,en,English,Medical and Health Sciences
15617,2621-6795,,"PROLITERA: Jurnal penelitian pendidikan, bahasa, sastra, dan budaya",https://jurnal.unikastpaulus.ac.id/index.php/jpro,id,Indonesian,Studies in Creative Arts and Writing
15618,2622-0636,,Randang Tana - Jurnal Pengabdian Masyarakat,https://jurnal.unikastpaulus.ac.id/index.php/jrt,id,Indonesian,Education
